value_eur_mn,age,height_cm,weight_kg,club_country,club_playing_status,club_contract_valid_until_year,work_rate_attack_defense,body_type,position,overall,pace,shooting,passing,dribbling,defending,physic,skill_moves
2.9,18,185,76,Portugal,starting_xi,2025,Medium/Medium,Normal,Defender,72,61,31,47,55,72,67,2
21,21,175,67,Portugal,substitute,2024,High/Medium,Normal,Midfield,72,85,65,64,78,32,50,4
4.6,20,168,57,England,starting_xi,2025,Medium/Medium,Lean,Midfield,72,84,63,69,73,57,45,3
10.5,20,183,76,Portugal,bench,2024,High/Medium,Normal,Defender,72,87,52,64,74,66,72,3
33.5,20,184,74,Italy,substitute,2025,Medium/Medium,Lean,Midfield,72,67,69,71,76,58,67,3
7,22,169,65,Spain,starting_xi,2024,High/Medium,Lean,Midfield,72,73,64,72,77,38,52,4
20,21,188,84,Italy,starting_xi,2024,Medium/Medium,Lean,Defender,72,68,32,63,69,72,75,2
9.5,20,168,58,Spain,substitute,2024,High/Medium,Normal,Midfield,72,80,62,66,79,47,53,4
15,20,172,62,England,starting_xi,2024,High/Medium,Normal,Midfield,72,85,66,62,78,28,48,4
21,20,188,75,Italy,substitute,2024,Medium/Low,Normal,Midfield,72,82,71,65,74,35,66,3
4.6,19,178,69,England,substitute,2024,High/Medium,Normal,Defender,72,81,48,65,73,68,68,3
40.5,20,188,73,Spain,substitute,2024,Medium/Medium,Lean,Midfield,72,68,66,68,74,55,49,4
4.9,21,190,85,England,substitute,2025,Medium/High,Lean,Defender,72,70,56,64,67,73,72,2
1.8,21,173,77,Italy,substitute,2025,High/Medium,Stocky,Defender,72,81,42,64,70,68,80,3
8.5,22,181,78,France,substitute,2024,Medium/Medium,Lean,Midfield,72,68,62,70,73,64,72,3
48.5,21,187,80,Portugal,bench,2025,High/High,Normal,Forward,72,80,73,50,69,32,74,3
2.8,23,175,74,England,substitute,2024,High/Medium,Lean,Defender,72,78,46,63,73,69,66,3
6,22,180,75,Portugal,substitute,2025,High/High,Normal,Defender,72,90,35,59,69,66,74,2
5.5,22,180,73,Spain,substitute,2024,Medium/Medium,Normal,Midfield,72,55,62,69,71,66,61,3
20,21,180,66,Italy,substitute,2024,Medium/High,Lean,Midfield,72,78,60,71,76,59,60,3
8.5,24,185,73,Spain,starting_xi,2024,Medium/High,Normal,Midfield,72,64,49,60,58,72,77,2
3.5,22,187,85,Italy,substitute,2024,Medium/Medium,Normal,Defender,72,76,52,64,70,67,74,3
3,22,185,69,France,starting_xi,2025,Medium/Medium,Lean,Defender,72,72,48,62,64,73,68,2
1.5,23,181,66,France,substitute,2024,Medium/Medium,Lean,Midfield,72,76,69,70,75,25,58,4
2.9,25,171,67,Germany,substitute,2024,Low/High,Normal,Midfield,72,63,46,61,66,69,74,2
1.4,23,178,77,France,substitute,2024,High/Low,Normal,Forward,72,86,69,59,79,25,65,3
6.5,23,189,75,Germany,starting_xi,2024,Medium/Medium,Normal,Defender,72,66,46,57,65,74,75,3
4.6,23,190,90,England,starting_xi,2024,Medium/High,Normal,Defender,72,61,25,47,43,73,76,2
11,24,191,79,Italy,starting_xi,2024,Low/Medium,Normal,Defender,72,55,32,55,46,74,69,
1.2,23,181,66,France,starting_xi,2024,High/Medium,Lean,Forward,72,81,72,61,76,30,65,
1.4,23,177,76,Italy,bench,2024,High/Low,Normal,Forward,72,77,72,71,75,35,64,3
6.5,24,180,69,England,starting_xi,2024,Medium/Medium,Normal,Midfield,72,70,67,69,71,68,73,3
1.6,24,185,77,France,bench,2024,High/High,Normal,Midfield,72,64,48,61,69,70,80,2
3.2,24,178,71,Spain,starting_xi,2024,Medium/Medium,Normal,Midfield,72,78,71,65,79,34,51,3
1.9,25,185,77,France,starting_xi,2024,High/Medium,Normal,Defender,72,64,60,66,63,73,75,2
15.5,21,176,69,Spain,substitute,2024,High/Medium,Normal,Defender,72,82,46,62,73,66,66,3
1.6,25,178,75,England,starting_xi,2025,Medium/Medium,Normal,Forward,72,84,72,65,74,34,60,3
5.5,25,188,75,Italy,substitute,2024,Medium/High,Normal,Midfield,72,65,66,66,67,67,72,3
1.4,25,172,72,France,substitute,2024,High/Medium,Normal,Forward,72,79,68,63,78,27,61,3
1.3,24,182,73,Germany,substitute,2024,Medium/Medium,Lean,Defender,72,62,59,70,69,71,66,
1,26,178,73,USA,starting_xi,2025,Medium/Medium,Lean,Midfield,72,75,69,67,76,41,57,4
3.8,28,187,80,Spain,starting_xi,2024,Low/High,Lean,Defender,72,56,36,53,54,73,78,2
1.8,26,176,68,France,substitute,2024,Medium/Medium,Normal,Midfield,72,80,64,67,75,42,53,4
0.325,33,175,68,USA,starting_xi,2025,Medium/High,Normal,Midfield,72,49,54,67,68,68,73,3
1,30,185,78,Spain,starting_xi,2024,Medium/High,Lean,Defender,72,61,53,62,60,71,80,2
0.8,29,172,72,Switzerland,starting_xi,2024,Medium/High,Normal,Midfield,72,74,62,68,67,67,82,3
2.9,27,175,66,Italy,starting_xi,2024,High/Medium,Lean,Midfield,72,69,59,73,73,60,62,3
1.1,30,186,84,USA,starting_xi,2025,Medium/High,Normal,Defender,72,32,49,48,49,72,78,2
2.4,28,177,76,Italy,bench,2025,Medium/Medium,Normal,Forward,72,84,64,65,75,48,61,3
0.9,29,189,85,Germany,starting_xi,2025,Medium/High,Normal,Defender,72,62,47,60,56,73,83,2
5.5,26,166,60,England,starting_xi,2025,High/Medium,Lean,Forward,72,78,69,69,72,46,54,3
6.5,18,187,83,Germany,substitute,2024,Low/High,Lean,Defender,71,69,37,55,62,71,74,
6,21,184,73,England,substitute,2025,Medium/Medium,Normal,Defender,71,74,23,53,63,71,73,2
3.7,20,181,74,Germany,substitute,2024,Medium/Medium,Normal,Midfield,71,71,67,77,75,53,54,4
4.6,20,173,65,Netherlands,substitute,2024,High/High,Lean,Forward,71,82,64,65,75,54,63,4
15,20,185,85,Germany,substitute,2024,Medium/Low,Normal,Forward,71,81,68,65,74,32,73,3
3.1,21,188,74,Italy,substitute,2024,High/Medium,Lean,Defender,71,77,49,59,71,67,70,2
12.5,20,173,70,Germany,starting_xi,2024,High/Medium,Stocky,Forward,71,87,72,57,75,28,66,3
3.2,20,188,72,Italy,substitute,2024,Medium/Medium,Lean,Defender,71,64,31,51,54,74,66,2
6.5,23,183,76,Italy,substitute,2024,Low/High,Lean,Defender,71,54,35,36,52,74,72,2
2.5,23,182,71,Italy,starting_xi,2024,Medium/Medium,Normal,Defender,71,72,53,70,72,67,55,3
2.4,22,184,79,Germany,starting_xi,2024,High/High,Normal,Forward,71,88,69,64,69,35,76,3
4,21,187,77,Portugal,starting_xi,2024,Medium/Medium,Normal,Defender,71,74,46,55,65,67,77,2
1.3,21,177,68,England,substitute,2025,High/Medium,Normal,Forward,71,78,71,47,66,20,53,2
1.6,23,186,82,Portugal,starting_xi,2024,High/High,Normal,Defender,71,58,63,63,55,71,75,2
1.9,23,185,80,England,substitute,2024,Medium/High,Normal,Midfield,71,62,56,67,68,68,65,3
3.2,24,189,81,Italy,substitute,2024,Medium/Medium,Normal,Defender,71,65,49,51,56,70,77,2
58.5,20,187,81,France,starting_xi,2024,Medium/Medium,Normal,Midfield,71,67,53,65,71,71,73,3
2.6,22,182,72,Germany,substitute,2024,Medium/Medium,Lean,Midfield,71,71,64,68,74,59,68,3
26.5,19,194,75,France,starting_xi,2024,Low/High,Normal,Defender,71,54,33,55,56,71,74,2
1,23,185,78,Italy,starting_xi,2024,Medium/Medium,Normal,Midfield,71,45,64,68,69,69,60,3
1.7,23,182,70,Germany,substitute,2024,Medium/Medium,Lean,Midfield,71,82,61,64,75,29,52,3
11.5,23,176,74,France,starting_xi,2024,High/Medium,Lean,Forward,71,88,71,61,72,24,67,3
1.7,23,188,82,France,starting_xi,2025,High/Medium,Normal,Forward,71,72,75,53,68,24,69,2
4,21,176,82,France,starting_xi,2024,High/Medium,Stocky,Forward,71,76,72,58,71,34,67,3
21.5,25,173,71,USA,starting_xi,2024,High/Medium,Normal,Forward,71,79,63,69,75,44,59,3
1.2,24,179,73,Germany,starting_xi,2024,Medium/Medium,Normal,Defender,71,82,41,56,58,69,61,
2.9,22,183,75,Italy,substitute,2024,Medium/High,Normal,Defender,71,77,48,68,73,71,67,3
1.2,25,188,82,Portugal,substitute,2024,Medium/Medium,Lean,Forward,71,64,71,60,66,33,67,3
2.6,25,183,72,Italy,substitute,2024,High/Medium,Normal,Forward,71,69,69,58,71,37,73,3
6.5,24,192,84,Portugal,bench,2024,Medium/High,Lean,Defender,71,52,36,57,59,73,74,2
1.2,26,187,78,Netherlands,substitute,2024,Medium/Low,Normal,Forward,71,75,73,67,77,35,65,4
1.8,25,175,68,Portugal,substitute,2025,Medium/Low,Lean,Midfield,71,73,59,71,77,43,53,4
4.7,26,186,84,Spain,substitute,2024,Medium/High,Normal,Defender,71,58,59,65,59,68,87,2
2.1,26,178,72,Spain,substitute,2024,High/Medium,Lean,Defender,71,74,46,61,67,67,68,
1.6,26,180,75,Italy,substitute,2024,High/High,Lean,Midfield,71,73,70,69,70,68,67,3
4.3,25,184,83,Germany,starting_xi,2024,Medium/Medium,Normal,Forward,71,70,72,50,59,40,76,3
1.3,27,170,69,USA,starting_xi,2024,High/Medium,Normal,Midfield,71,73,65,70,73,70,61,3
3,27,191,78,Switzerland,substitute,2024,Medium/Low,Normal,Forward,71,57,73,52,65,29,74,3
0.55,29,186,79,Portugal,bench,2025,Medium/High,Normal,Defender,71,54,33,52,48,73,73,2
2.1,28,189,84,Portugal,starting_xi,2024,Medium/High,Normal,Defender,71,61,30,40,40,72,75,2
0.6,34,177,77,Spain,substitute,2025,Medium/Medium,Normal,Defender,71,74,54,64,66,69,76,2
0.24,30,172,76,Germany,substitute,2024,Medium/High,Stocky,Midfield,71,64,54,57,64,70,76,2
1,28,180,72,USA,starting_xi,2024,Medium/Low,Normal,Forward,71,67,70,55,65,32,68,3
1.8,31,183,75,Spain,starting_xi,2024,Medium/High,Normal,Defender,71,67,49,62,63,72,75,2
1.2,32,186,77,USA,substitute,2024,Low/Medium,Normal,Defender,71,60,45,49,59,71,73,2
2.2,28,182,75,Germany,substitute,2024,Medium/Medium,Normal,Defender,71,69,54,66,66,68,75,3
1.4,28,177,69,Saudi Arabia,starting_xi,2025,Medium/Medium,Normal,Defender,71,83,39,65,68,67,65,
1.5,31,183,80,England,starting_xi,2025,Medium/Medium,Normal,Forward,71,68,73,63,65,32,66,3
1.1,31,186,78,USA,starting_xi,2025,High/Medium,Normal,Forward,71,50,73,69,70,64,83,3
1.6,29,169,62,Saudi Arabia,starting_xi,2024,High/High,Lean,Defender,71,86,54,69,71,57,52,3
23.5,18,176,65,Netherlands,substitute,2024,Medium/Medium,Normal,Forward,70,78,65,64,78,36,56,4
43.5,18,176,70,Portugal,starting_xi,2025,High/Medium,Normal,Defender,70,86,40,59,68,65,59,2
15,21,187,65,France,substitute,2024,Medium/Medium,Lean,Midfield,70,64,45,61,66,66,77,2
3,19,178,73,Germany,substitute,2024,High/Medium,Normal,Defender,70,74,40,58,73,66,58,2
27,20,180,72,France,starting_xi,2024,Medium/Medium,Normal,Forward,70,74,70,62,74,32,62,3
2.5,21,173,63,Spain,substitute,2025,Medium/Medium,Lean,Midfield,70,83,63,67,69,44,61,3
3,20,180,67,Germany,substitute,2024,High/Medium,Lean,Defender,70,87,46,60,75,61,59,3
3.6,21,190,79,England,substitute,2025,Medium/Medium,Normal,Forward,70,68,69,55,66,29,68,2
2.9,20,183,74,France,substitute,2024,Medium/Medium,Lean,Defender,70,53,31,53,51,73,70,2
6.5,20,189,79,Germany,starting_xi,2024,Medium/Medium,Lean,Midfield,70,89,65,54,74,38,67,
33,19,190,76,France,starting_xi,2024,Medium/Medium,Lean,Defender,70,68,35,52,60,71,69,2
9,19,179,70,Spain,bench,2025,Medium/Medium,Normal,Defender,70,70,40,59,66,67,61,
2.2,22,178,61,Germany,substitute,2025,High/High,Lean,Defender,70,86,37,60,69,64,67,2
27,21,180,77,France,starting_xi,2024,Medium/Medium,Stocky,Defender,70,78,33,59,68,70,73,2
2.7,21,187,73,France,substitute,2024,High/Low,Lean,Forward,70,81,70,54,70,18,60,3
20.5,20,169,68,Germany,substitute,2025,Medium/Medium,Normal,Midfield,70,75,54,64,73,66,66,3
2.4,20,188,81,Netherlands,substitute,2024,High/Medium,Normal,Forward,70,76,69,60,67,32,73,3
2,21,178,69,Spain,bench,2025,Medium/Medium,Normal,Forward,70,82,71,56,69,40,64,3
12.5,23,176,71,Spain,bench,2025,High/Medium,Lean,Midfield,70,82,64,64,72,34,46,3
7.5,23,186,71,Spain,substitute,2024,Medium/Medium,Normal,Defender,70,56,32,47,45,70,73,2
2.4,23,177,74,Spain,substitute,2024,Medium/Medium,Normal,Midfield,70,70,65,65,67,69,81,3
2.6,22,181,68,Spain,bench,2025,Medium/Medium,Lean,Midfield,70,69,59,67,77,35,58,4
9,22,187,82,France,starting_xi,2024,Medium/Medium,Normal,Defender,70,59,35,51,56,70,74,2
2.1,22,186,75,France,starting_xi,2024,Low/High,Lean,Defender,70,66,31,54,61,71,73,2
1.8,24,189,79,Spain,starting_xi,2024,Medium/Medium,Normal,Defender,70,67,37,48,54,70,73,2
1.9,22,178,72,Portugal,substitute,2024,Medium/Medium,Normal,Defender,70,74,46,55,67,68,64,3
2.2,20,173,77,England,substitute,2024,Medium/Low,Stocky,Forward,70,77,69,48,70,20,61,2
1.6,24,178,69,Spain,bench,2024,Medium/Medium,Normal,Midfield,70,69,58,67,66,71,75,2
2.4,23,173,68,Portugal,starting_xi,2024,High/Medium,Lean,Defender,70,88,63,61,72,60,50,3
2,24,187,90,Saudi Arabia,starting_xi,2025,Medium/Low,Stocky,Forward,70,80,70,53,61,25,77,2
1.3,24,179,74,Spain,starting_xi,2024,Medium/Medium,Lean,Defender,70,69,55,64,63,66,77,2
0.775,23,172,67,Portugal,substitute,2024,Medium/Medium,Normal,Defender,70,66,59,69,67,68,69,3
2.4,24,186,78,Spain,substitute,2024,High/High,Normal,Forward,70,76,71,60,69,32,67,3
2.8,23,180,74,Spain,starting_xi,2024,Medium/High,Normal,Defender,70,86,58,62,68,63,69,
3.6,23,176,72,France,substitute,2024,Medium/Medium,Lean,Midfield,70,71,58,69,75,66,58,3
1.4,25,188,80,Italy,starting_xi,2025,Medium/Medium,Normal,Forward,70,69,70,52,64,28,72,
2.4,25,190,80,France,substitute,2024,Medium/Medium,Normal,Forward,70,61,69,60,64,41,76,2
2.2,25,177,81,England,substitute,2024,High/Medium,Stocky,Forward,70,84,67,55,68,31,76,
2.1,24,181,74,Italy,bench,2025,Medium/Medium,Lean,Midfield,70,77,58,70,72,62,67,3
1.5,24,176,72,Germany,starting_xi,2024,High/Medium,Lean,Midfield,70,90,58,62,73,29,52,4
1.6,28,186,76,USA,starting_xi,2024,Medium/Medium,Normal,Defender,70,45,33,49,51,69,76,2
1.7,27,190,77,Portugal,starting_xi,2025,Medium/High,Normal,Defender,70,35,37,44,51,73,73,2
0.325,37,186,80,Spain,starting_xi,2024,High/High,Normal,Defender,70,63,50,58,45,70,78,
0.2,28,178,65,France,substitute,2024,High/Medium,Normal,Midfield,70,71,65,66,70,47,67,3
1.2,28,176,68,Switzerland,substitute,2024,Medium/Medium,Lean,Midfield,70,81,57,69,68,41,56,3
1.4,30,183,59,Portugal,starting_xi,2024,Medium/Medium,Lean,Defender,70,67,58,69,69,67,67,3
0.375,30,186,85,USA,substitute,2024,Medium/Medium,Normal,Forward,70,71,70,64,68,34,73,3
4.7,29,170,65,England,substitute,2024,Medium/Medium,Normal,Forward,70,80,70,68,71,28,59,3
2.5,28,181,77,Spain,starting_xi,2024,Medium/Medium,Lean,Midfield,70,60,58,73,64,67,77,3
1.4,27,182,70,Italy,substitute,2025,High/Medium,Lean,Midfield,70,75,55,66,72,29,59,3
2.9,27,181,82,USA,starting_xi,2025,Medium/Low,Stocky,Midfield,70,70,69,70,71,53,64,3
4.6,19,187,86,Germany,starting_xi,2024,High/Medium,Normal,Defender,69,87,44,60,68,63,72,2
6.5,17,185,75,England,substitute,2025,High/High,Lean,Forward,69,75,69,45,72,22,64,2
3.6,19,169,60,Spain,bench,2025,High/Low,Lean,Forward,69,77,68,63,72,23,59,4
7,18,182,70,England,starting_xi,2025,Medium/High,Lean,Forward,69,79,66,58,72,22,57,3
17,20,182,73,Portugal,substitute,2025,Medium/Medium,Normal,Forward,69,71,69,54,70,37,65,4
6.5,20,193,85,England,starting_xi,2024,Medium/High,Normal,Defender,69,61,34,57,56,71,70,2
3.6,19,176,63,Spain,bench,2024,High/High,Normal,Midfield,69,74,64,64,69,37,65,3
1.9,20,186,76,England,bench,2024,Medium/High,Normal,Defender,69,65,33,48,42,72,65,2
33,20,184,74,Italy,substitute,2025,Medium/Medium,Lean,Midfield,69,74,68,68,72,61,66,3
2.4,20,183,76,England,substitute,2024,Medium/Medium,Lean,Forward,69,75,64,60,72,35,63,4
5.5,19,175,67,Italy,bench,2024,Medium/Low,Lean,Midfield,69,71,61,69,71,39,48,4
2.6,21,187,77,Spain,bench,2024,Medium/Medium,Normal,Defender,69,57,32,54,49,69,69,2
3.6,20,180,75,France,starting_xi,2024,High/Low,Normal,Forward,69,79,67,53,73,28,65,4
1.8,22,177,72,England,substitute,2024,High/Medium,Lean,Midfield,69,94,61,59,69,39,61,3
3.7,21,183,74,Spain,substitute,2024,Medium/Medium,Lean,Midfield,69,86,66,62,72,32,62,3
1.8,23,189,90,Italy,starting_xi,2024,Medium/High,Lean,Defender,69,56,42,42,45,71,71,2
9.5,20,179,69,Netherlands,substitute,2025,High/Medium,Lean,Defender,69,75,46,61,68,61,67,3
3,20,192,91,Germany,substitute,2024,Medium/Medium,Normal,Defender,69,68,37,56,50,69,72,2
4.4,21,184,80,Portugal,starting_xi,2024,Medium/Medium,Normal,Defender,69,54,33,49,55,69,74,2
3.4,20,173,68,USA,starting_xi,2024,High/Medium,Normal,Midfield,69,79,64,62,71,23,48,2
5.5,22,193,88,France,substitute,2024,Medium/High,Normal,Midfield,69,47,53,64,63,68,82,3
3,21,170,65,Switzerland,substitute,2024,Medium/Medium,Normal,Midfield,69,78,59,63,76,29,63,3
2.9,22,182,68,France,substitute,2024,Medium/Medium,Lean,Defender,69,71,47,60,60,66,70,2
2.8,23,184,78,Spain,substitute,2024,Medium/Low,Normal,Midfield,69,83,67,65,70,43,66,3
2.8,19,177,68,France,substitute,2024,Medium/Medium,Lean,Midfield,69,78,66,64,73,43,57,3
2.1,22,172,64,Netherlands,starting_xi,2024,Medium/Medium,Lean,Forward,69,76,59,65,74,35,50,3
4.9,23,194,91,France,substitute,2024,Medium/Medium,Normal,Defender,69,53,33,47,48,66,79,2
3.5,23,192,78,France,substitute,2024,Medium/Medium,Lean,Defender,69,64,35,47,55,69,75,2
3.2,21,180,72,Portugal,starting_xi,2024,Medium/Medium,Normal,Midfield,69,66,65,66,72,54,66,3
13,24,188,70,England,starting_xi,2025,Medium/Medium,Lean,Forward,69,77,68,55,69,43,75,3
3.2,24,178,68,France,starting_xi,2024,High/Medium,Normal,Defender,69,70,40,59,67,67,68,2
1.1,24,169,67,France,substitute,2024,High/Low,Normal,Forward,69,90,71,61,74,29,54,4
1.9,23,182,68,Spain,starting_xi,2024,Medium/Medium,Normal,Defender,69,75,39,53,64,66,67,3
3.2,24,182,76,Italy,substitute,2024,Medium/Medium,Normal,Defender,69,68,48,59,64,66,69,2
8,23,180,70,France,starting_xi,2025,Medium/Medium,Lean,Midfield,69,73,68,63,72,43,51,4
14,22,182,72,Switzerland,bench,2025,Medium/Medium,Normal,Forward,69,80,59,64,75,25,49,3
11.5,24,188,83,France,starting_xi,2024,Medium/Medium,Normal,Midfield,69,64,46,62,62,68,70,2
7,22,195,85,Italy,substitute,2024,Medium/Medium,Normal,Defender,69,37,27,43,49,69,75,2
7,22,184,75,Netherlands,starting_xi,2024,High/High,Normal,Midfield,69,65,68,65,66,63,80,3
2.2,24,188,83,Portugal,starting_xi,2024,High/Medium,Stocky,Forward,69,68,70,48,61,23,73,2
2.1,22,185,75,England,substitute,2025,High/Medium,Normal,Midfield,69,78,67,65,68,60,69,2
3.6,25,180,72,England,substitute,2024,Low/High,Normal,Defender,69,67,36,53,59,67,80,2
1.6,26,177,72,Italy,substitute,2025,High/High,Lean,Midfield,69,67,46,67,64,61,67,2
1.7,25,178,77,Spain,bench,2024,High/High,Stocky,Forward,69,79,67,60,73,30,66,3
4.6,23,181,74,Netherlands,starting_xi,2024,Medium/Medium,Normal,Defender,69,68,52,65,61,68,71,2
0.775,24,177,75,Germany,substitute,2025,Medium/Medium,Normal,Forward,69,76,69,60,70,35,62,3
1.9,24,188,75,England,starting_xi,2024,High/Medium,Normal,Forward,69,69,67,50,64,29,80,2
1.4,25,192,87,Spain,starting_xi,2024,Medium/Medium,Normal,Defender,69,68,36,51,60,68,73,2
0.525,26,173,68,USA,bench,2025,Medium/High,Lean,Defender,69,73,62,63,72,65,64,3
1.1,28,185,82,England,starting_xi,2024,High/High,Normal,Midfield,69,79,65,65,67,65,78,3
1.6,27,184,73,Saudi Arabia,substitute,2024,High/Medium,Normal,Forward,69,74,72,59,67,26,59,2
0.75,26,170,64,France,starting_xi,2025,Medium/Medium,Normal,Defender,69,79,52,61,68,64,51,3
1,27,191,84,Spain,starting_xi,2024,Medium/Medium,Normal,Forward,69,50,69,56,68,33,72,3
1.6,26,176,76,Portugal,starting_xi,2025,Medium/Medium,Normal,Midfield,69,74,61,65,72,39,55,4
4,27,179,74,Germany,starting_xi,2024,Medium/Medium,Lean,Midfield,69,73,59,72,71,53,66,3
0.675,33,183,78,USA,starting_xi,2025,Low/Medium,Stocky,Defender,69,71,33,54,53,67,78,2
0.25,37,193,90,Italy,substitute,2025,Medium/Medium,Lean,Defender,69,38,39,34,42,71,71,2
0.85,29,178,72,USA,starting_xi,2024,Medium/Medium,Normal,Midfield,69,68,60,66,71,69,68,3
0.575,31,185,75,USA,starting_xi,2024,Medium/Medium,Normal,Midfield,69,70,68,65,71,58,66,3
0.7,29,175,70,USA,starting_xi,2024,High/Medium,Lean,Forward,69,83,62,62,75,34,56,5
0.575,30,190,83,USA,substitute,2024,Medium/Medium,Normal,Defender,69,52,53,56,57,66,79,2
1,29,174,79,USA,substitute,2024,Medium/Low,Normal,Forward,69,88,66,61,73,44,60,3
1.2,28,180,64,England,substitute,2024,High/Low,Normal,Forward,69,83,65,52,69,30,59,3
0.975,28,179,76,France,starting_xi,2024,Medium/High,Normal,Midfield,69,58,54,65,65,67,71,3
11,20,190,82,France,substitute,2024,High/High,Lean,Defender,68,66,41,57,60,67,70,2
7,21,177,71,France,substitute,2025,High/Medium,Normal,Defender,68,78,47,62,69,62,57,2
8.5,20,183,66,France,substitute,2024,High/Medium,Lean,Midfield,68,84,68,59,70,30,59,3
19.5,20,180,73,France,starting_xi,2024,High/High,Normal,Midfield,68,70,42,63,67,65,68,3
1.6,21,175,76,England,substitute,2024,High/Medium,Normal,Defender,68,76,42,62,63,62,72,2
3.5,21,180,75,England,starting_xi,2024,Medium/Medium,Lean,Midfield,68,71,57,66,74,53,66,3
2.1,22,182,75,Italy,bench,2024,Medium/Medium,Lean,Midfield,68,72,57,65,76,64,59,4
2.6,21,186,80,Spain,substitute,2024,Medium/High,Normal,Midfield,68,59,58,64,67,69,70,2
3.4,21,184,76,England,bench,2024,Medium/Medium,Lean,Defender,68,70,25,38,48,70,72,2
2.3,20,182,71,Spain,bench,2024,Medium/Medium,Lean,Forward,68,75,69,56,71,23,51,3
1.1,22,191,85,Spain,substitute,2025,High/Medium,Normal,Midfield,68,63,37,55,53,67,74,3
1.8,22,178,74,France,substitute,2024,High/Low,Lean,Midfield,68,77,69,63,68,24,54,2
1.2,22,180,75,Italy,bench,2024,Medium/Medium,Lean,Midfield,68,63,47,60,65,63,73,2
2.9,23,182,80,Germany,substitute,2025,Medium/Medium,Normal,Forward,68,76,66,55,73,29,63,3
2.6,22,191,75,England,bench,2024,Medium/Medium,Normal,Forward,68,66,65,53,66,42,72,3
17,22,179,70,France,substitute,2025,Medium/Medium,Lean,Defender,68,72,54,71,67,63,47,3
3.4,21,173,58,France,starting_xi,2025,Medium/Medium,Lean,Midfield,68,87,56,62,71,42,52,4
2.7,22,183,71,Spain,bench,2025,Medium/Medium,Lean,Midfield,68,67,58,63,72,66,73,3
1.1,20,186,65,France,bench,2024,High/High,Lean,Forward,68,77,60,61,69,55,71,3
0.85,22,181,75,Spain,substitute,2024,Medium/Medium,Lean,Midfield,68,63,56,67,68,23,45,4
3.5,22,175,71,Spain,substitute,2024,Medium/Medium,Normal,Defender,68,77,37,57,65,64,64,3
2.3,20,177,72,France,substitute,2024,Medium/Medium,Normal,Midfield,68,83,59,63,70,21,51,3
2.1,22,186,78,Portugal,substitute,2024,High/Medium,Normal,Forward,68,74,69,57,65,27,70,3
4.2,21,174,68,Spain,substitute,2024,Medium/Medium,Normal,Midfield,68,73,70,63,70,23,54,3
5,23,178,75,USA,starting_xi,2025,High/High,Normal,Midfield,68,83,63,64,71,49,61,3
1.6,23,174,75,France,starting_xi,2024,Medium/Medium,Normal,Midfield,68,63,62,69,70,45,63,3
1.7,23,193,90,England,substitute,2024,Medium/High,Stocky,Defender,68,68,32,45,43,67,81,2
2.7,24,183,78,Italy,substitute,2024,Medium/Medium,Lean,Midfield,68,62,59,68,69,54,73,3
2.7,22,186,82,Germany,substitute,2024,High/Medium,Lean,Midfield,68,59,56,66,67,58,73,3
